;Intersection Database populated by Casey Diers' Sector File Creation tools at http://www.myfsim.com/SectorFileCreation
;;All Airports within 100 Nautical Miles of PHK NAVAID
64FA 000.000 N027.08.34.179 W080.20.16.178
FA02 000.000 N026.18.35.610 W081.13.38.280
2FL1 000.000 N026.09.34.960 W080.19.33.330
56FA 000.000 N026.12.43.280 W080.15.20.490
X59  000.000 N027.57.39.100 W080.33.30.000
KVNC 000.000 N027.04.17.800 W082.26.25.200
FA97 000.000 N027.39.58.000 W080.25.30.000
FL74 000.000 N027.35.55.121 W080.30.07.194
X52  000.000 N027.37.56.118 W080.31.39.196
FD25 000.000 N027.33.44.890 W080.29.55.840
3FD7 000.000 N027.39.50.113 W080.23.46.184
70FA 000.000 N027.33.43.830 W080.35.57.730
KVRB 000.000 N027.39.20.000 W080.25.04.600 ; Towered
KCHN 000.000 N027.30.53.700 W081.52.49.700
FA59 000.000 N026.38.02.290 W080.13.27.160
FD74 000.000 N028.03.57.064 W080.54.08.217
FD13 000.000 N026.05.20.000 W080.21.57.000
FD38 000.000 N026.38.48.150 W080.17.42.240
F45  000.000 N026.50.45.300 W080.13.20.400
KPBI 000.000 N026.40.59.400 W080.05.44.100 ; Towered
KLNA 000.000 N026.35.35.000 W080.05.06.232
64FD 000.000 N026.45.23.180 W080.03.40.560
FL39 000.000 N026.38.15.243 W080.12.16.164
5FD2 000.000 N026.44.57.228 W080.02.57.147
03FL 000.000 N026.41.01.237 W080.11.14.162
39FL 000.000 N026.43.01.233 W080.11.59.163
55FL 000.000 N026.41.14.236 W080.03.26.149
5FL5 000.000 N026.42.55.470 W080.03.15.840
7FL5 000.000 N026.42.50.370 W080.03.28.230
FL51 000.000 N026.42.50.690 W080.03.50.110
23FL 000.000 N027.41.04.000 W082.14.39.000
FL95 000.000 N027.42.31.108 W080.27.10.188
KGIF 000.000 N028.03.46.500 W081.45.11.900
72FD 000.000 N028.01.47.074 W081.39.16.278
60FD 000.000 N028.01.43.700 W081.43.30.220
7FL1 000.000 N028.01.01.000 W081.40.30.000
F57  000.000 N028.03.27.000 W081.45.46.100
FL42 000.000 N028.02.19.074 W081.45.13.285
6FD5 000.000 N027.46.43.100 W081.05.59.237
FL00 000.000 N027.25.08.148 W081.49.57.297
67FL 000.000 N027.27.20.000 W082.06.18.000
